artist_id,ME,Pred
e1f90fe63b6dc213f86864c0c7039e78,303.23010401,302.047546693
e24830c1e1f7e1145fb1fb17c1e9d07e,176.430693365,188.342359039
e24994590443d60449ee2f8bd6638528,486.479191998,485.114143347
e32712a3621e540746a8eb61b543546a,255.593632416,255.593632416
e332e7365aac017eb1b1a7a66f07c35e,271.807603511,271.807603511
e7912240b9fb5bb5f560a8855f626789,783.408447693,781.621608873
ea1024d5592e0fed5ffe9d91dc49fe76,412.212612684,411.58838078
ea54c653466d6d64d1a39e7be7731234,896.979278714,895.560573366
ec1e52f2941a872f1a0be7c9705d67cf,495.816394487,517.291851838
ed061b4d7adda6fc890dcd69a04026b2,339.630059669,339.531758271
eee8cdef1aff0f3e42e92d35abceb475,241.238882552,245.592450688
efbbfd2611307e97bd36298b2fce2a02,1389.34424832,1387.90205978
f00e842c5f4fdf9dc9b404352b14ba46,258.409803074,264.749082563
f1ef9cb117031f1d044200caf60d0fef,209.851504033,202.88666984
f1fcd0402ed8ea061fdeb9eba73f9428,623.977002205,623.977002205
f2b031a7549b902d3a99400744a7651d,352.917747865,624.972328872
f2bfa71923accfe75aaec7726c809346,390.038894718,344.03807991
f42f375ce20ee0b60347fd3c4e065947,229.245318222,224.370830732
f67f8584e121c09bc6f514ed02b876df,1388.65188301,1438.63378474
f71664413c9d28b7eaae96f16d5beb50,716.017037304,715.858122146
f7c23c3bc998c95a584e5138db317ef1,364.717244216,359.368599597
f8164651fae111863944615c424632f9,280.269167481,280.269167481
f81d2c3accf707ae4894f6e87ac80d5c,696.651098734,776.239319321
f87ccb3cb0186dd279db4ec7791f76da,280.173418345,281.123533177
f9d1dc724158e6c29ff0c2f6e46fdc75,488.086997352,488.086997352
f9f82b1976bb238f180944268a19cd82,320.037122056,392.817986968
fa02828fee3474848731b1253a0aad47,160.965229456,183.571704404
fbf4562f4359d4524ab6378be9d36e82,322.191206462,392.732344484
fd0ebe95cf550ca044cf225a90ee36ba,677.302881259,789.596437708
